=== Stock Screener — 2026-06-17 13:45 ===
Criteria: Above 50d EMA | Positive weekly gain | Market cap > $1B
Fetching universe...

  NASDAQ screener: 2775 stocks with market cap > $1B
  Top 5 by daily gain: SLBT(+167.0%), HONAV(+35.0%), WYFI(+18.9%), BVC(+18.2%), LION(+13.8%)
Screening 2775 stocks...
  Priority tier (top 300 movers): 300
  Remaining: 2475

  === Priority Tier ===
  Priority: 300/300 (197 passed, 0 errors)

  === Remaining Tier ===
  Remaining: 300/2475 (259 total passed)
  Remaining: 600/2475 (259 total passed)
  Remaining: 900/2475 (259 total passed)
  Remaining: 1200/2475 (259 total passed)
  Remaining: 1500/2475 (259 total passed)
  Remaining: 1800/2475 (259 total passed)
  Remaining: 2100/2475 (259 total passed)
  Remaining: 2400/2475 (259 total passed)
  Remaining: 2475/2475 (259 total passed)

  Final: 259 stocks passed all filters

================================================================================
  259 stocks passed all filters
  Sorted by composite momentum (MACD 35 | ROC 30 | Volume 25 | EMA 10)
  Rating: 5=Strong Buy → 1=Strong Sell | Vol Ratio: >1 = above avg volume
================================================================================

    Ticker    Price   Day%  Week%  MCap($B)                  Sector                                  Industry  Above EMA%   RSI  MACD  MACD Hist  ROC20%  Vol Ratio  Momentum  Rating
131    CCK   103.94   2.17   8.90      11.6       Consumer Cyclical                    Packaging & Containers        4.77  66.4  Bull       1.19    9.14       0.08      47.2     NaN
132   CGAU    17.84   0.28  21.03       3.5         Basic Materials                                      Gold        3.71  56.9  Bull       0.21    9.72       0.04      46.9    3.83
133     NG     8.55   1.97  25.66       3.7         Basic Materials                                      Gold        1.43  56.2  Bull       0.12   10.54       0.07      46.9    4.38
134    SHG    68.62  -3.46   6.77      32.3      Financial Services                          Banks - Regional        4.88  56.7  Bull       0.64    8.61       0.10      46.8    5.00
135    TPG    45.05  -0.99   4.35      17.3      Financial Services                          Asset Management        5.16  61.4  Bull       0.30    8.95       0.02      46.7    4.13
136    KNF    81.86  -0.27   7.30       4.6         Basic Materials                        Building Materials        2.46  56.2  Bull       0.95    9.86       0.01      46.2    4.00
137     AU    96.05   3.28  22.40      48.6         Basic Materials                                      Gold        2.75  55.7  Bull       1.00    8.82       0.07      45.8    4.00
138      B    42.78  -0.12  15.03      71.9         Basic Materials                                      Gold        3.11  55.8  Bull       0.22    8.76       0.03      45.6    4.04
139   LION    15.05  -3.06  11.28       4.4                     N/A                                       N/A       18.52  71.3  Bull       0.03   19.79       0.27      45.5    4.10
140    NAT     5.63   1.92   8.61       1.2                  Energy                       Oil & Gas Midstream        7.21  62.9  Bull       0.07    6.32       0.07      45.5     NaN
141   UFPI    86.56   0.54   5.46       4.9         Basic Materials                  Lumber & Wood Production        1.07  60.2  Bull       0.99    9.83       0.01      45.5     NaN
142    GVA   147.37   1.51   8.55       6.4             Industrials                Engineering & Construction        9.14  67.5  Bull       0.62   11.25       0.01      45.5     NaN
143   CART    43.69  -1.41   6.01      10.3       Consumer Cyclical                           Internet Retail        6.60  59.0  Bull       0.28    6.60       0.02      45.1    3.97
144   NMRK    15.51   1.24   2.11       3.9             Real Estate                      Real Estate Services        2.84  57.8  Bull       0.15    8.46       0.02      45.0    4.14
